Key,Council_District,Highest_Offense_Desc,Highest_NIBRS_UCR_Offense_Description,Report_Date,Location,Clearance_Status,Clearance_Date,District,Zip_Code_Crime,Census_Tract,X_Coordinate,Y_Coordinate,Zip_Code_Housing,Populationbelowpovertylevel,Medianhouseholdincome,Non-WhiteNon-HispanicorLatino,HispanicorLatinoofanyrace,Populationwithdisability,Unemployment,Largehouseholds(5+members),Homesaffordabletopeopleearninglessthan$50000,Rentalsaffordabletopeopleearninglessthan$25000,Rent-restrictedunits,HousingChoiceVoucherholders,Medianrent,Medianhomevalue,Percentageofrentalunitsinpoorcondition,Percentchangeinnumberofhousingunits2000-2012,Ownerunitsaffordabletoaverageretail/serviceworker,Rentalunitsaffordabletoaverageretail/serviceworker,Rentalunitsaffordabletoaverageartist,Ownerunitsaffordabletoaverageartist,Rentalunitsaffordabletoaverageteacher,Ownerunitsaffordabletoaverageteacher,Rentalunitsaffordabletoaveragetechworker,Ownerunitsaffordabletoaveragetechworker,Changeinpercentageofpopulationbelowpoverty2000-2012,Changeinmedianrent2000-2012,Changeinmedianhomevalue2000-2012,Percentageofhomeswithin1/4-mioftransitstop,Averagemonthlytransportationcost,Percentageofhousingandtransportationcoststhatistransportation-related
20155000048,9,THEFT,Theft,1-Jan-15,4324 AIRPORT BLVD,N,3-Feb-15,C,78722,3.07,3123826,10082442,78722,19%,$44917,18%,19%,11%,8%,3%,7%,11%,12%,1%,$930,$265100,0.9%,6%,0%,8%,31%,1%,65%,6%,97%,37%,8%,40%,127%,98%,$590,33%
20155000095,9,THEFT,Theft,1-Jan-15,416 E 6TH ST,N,2-Jan-15,G,78701,11,3115665,10070473,78701,20%,$68152,16%,14%,10%,9%,0%,7%,7%,9%,0%,$1590,$338300,0.8%,134%,0%,7%,12%,1%,29%,7%,90%,30%,12%,115%,59%,97%,$433,23%
201520100,1,AGG ROBBERY/DEADLY WEAPON,Robbery,2-Jan-15,1209 DELONEY ST,,,C,78721,21.09,3130038,10075027,78721,32%,$32131,36%,52%,17%,16%,14%,61%,26%,47%,10%,$870,$121000,2%,35%,12%,25%,39%,22%,84%,57%,100%,95%,36%,62%,113%,87%,$668,40%
201520720,4,AGG ROBBERY/DEADLY WEAPON,Robbery,2-Jan-15,8600 N LAMAR BLVD,C,20-Jan-15,E,78758,18.05,3125710,10102520,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
201520222,2,ROBBERY BY ASSAULT,Robbery,2-Jan-15,2751 E SH 71 WB,N,4-Mar-15,H,78617,23.1,3143372,10050650,78617,18%,$43957,12%,67%,10%,15%,23%,,11%,1%,8%,$1041,$100600,0.4%,34%,,7%,24%,,63%,,99%,,101%,74%,21%,16%,$865,42%
201520852,4,AGG ROBBERY/DEADLY WEAPON,Robbery,2-Jan-15,7300 TWIN CREST DR,C,21-Jan-15,I,78752,18.04,3124694,10095629,78752,32%,$33271,19%,57%,11%,9%,8%,43%,20%,7%,2%,$752,$153000,0.8%,15%,5%,14%,55%,8%,92%,39%,100%,86%,8%,17%,71%,80%,$629,37%
201521065,1,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,5903 THAMES DR,C,23-Feb-15,I,78723,21.06,3131598,10087036,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
201520660,1,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,2011 ROGGE LN,N,14-Jan-15,I,78723,21.06,3131059,10085571,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
201521445,10,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,6215 LEDGE MOUNTAIN DR,N,16-Jan-15,B,78731,17.190000000000001,3103443,10100549,78731,9%,$78265,12%,9%,8%,4%,2%,13%,4%,0%,0%,$1016,$436800,0.5%,8%,0%,2%,24%,2%,67%,12%,97%,26%,26%,31%,68%,44%,$747,32%
201521462,2,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,7305 QUICKSILVER CIR,N,14-Jan-15,F,78744,24.3,3110451,10036319,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
201520823,2,BURGLARY NON RESIDENCE,Burglary,2-Jan-15,7200 S 1ST ST,N,16-Jan-15,F,78745,24.24,3099861,10042678,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
201521369,3,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,2303 CORONADO ST,N,13-Jan-15,C,78702,9.02,3123055,10068824,78702,33%,$34734,18%,56%,14%,11%,10%,21%,41%,39%,2%,$766,$175400,2.2%,15%,0%,39%,51%,2%,80%,15%,99%,67%,3%,73%,207%,96%,$590,39%
201520186,3,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,4700 E RIVERSIDE DR,N,14-Jan-15,H,78741,23.18,3122189,10058144,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
201520342,10,BURG NON RESIDENCE SHEDS,Burglary,2-Jan-15,2612 ST ANTHONY ST,N,6-Jan-15,B,78703,16.03,3107862,10082486,78703,10%,$92606,9%,9%,6%,4%,4%,3%,11%,0%,0%,$1183,$621900,0.4%,1%,0%,8%,25%,0%,51%,2%,92%,13%,7%,65%,104%,67%,$629,25%
201520326,4,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,9844 QUAIL BLVD,,,E,78758,18.22,3126613,10108839,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
201521120,10,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,11282 TAYLOR DRAPER LN,N,5-Mar-15,A,78759,25,3109537,10122725,78759,7%,$65672,18%,11%,8%,7%,2%,13%,3%,1%,0%,$962,$307800,0.2%,1%,2%,2%,18%,3%,75%,13%,99%,45%,60%,7%,60%,28%,$629,40%
201520027,2,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,4509 E ST ELMO RD,N,29-Jan-15,F,78744,24.13,3116165,10048034,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
201521042,1,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,6200 LOYOLA LN,N,13-Jan-15,C,78724,22.02,3143028,10083917,78724,38%,$35711,29%,63%,8%,8%,28%,85%,16%,38%,20%,$962,$105700,1.5%,48%,28%,15%,22%,42%,78%,84%,100%,96%,208%,37%,46%,21%,$786,40%
201521728,10,BURGLARY NON RESIDENCE,Burglary,2-Jan-15,8101 MESA DR,N,5-Feb-15,B,78759,17.07,3109005,10108320,78759,7%,$65672,18%,11%,8%,7%,2%,13%,3%,1%,0%,$962,$307800,0.2%,1%,2%,2%,18%,3%,75%,13%,99%,45%,60%,7%,60%,28%,$629,40%
201520253,5,BURGLARY NON RESIDENCE,Burglary,2-Jan-15,10019 S IH 35 SVRD NB,N,17-Feb-15,F,78747,24.25,3100192,10029092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201520710,2,BURGLARY NON RESIDENCE,Burglary,2-Jan-15,7200 S 1ST ST,N,21-Jan-15,F,78745,24.24,3099861,10042678,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
201521103,2,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,7129 WISHING WELL DR,N,14-Jan-15,F,78745,24.22,3102252,10041655,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
201520831,3,BURGLARY NON RESIDENCE,Burglary,2-Jan-15,701 E STASSNEY LN,N,20-Jan-15,F,78745,24.02,3106653,10045950,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
201521081,9,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,5003 AVENUE F,N,14-Jan-15,B,78751,3.05,3120239,10087805,78751,26%,$38624,11%,14%,6%,9%,2%,11%,13%,1%,0%,$865,$292200,0.4%,7%,0%,9%,38%,2%,68%,10%,97%,42%,23%,38%,97%,98%,$550,40%
201520009,3,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,1515 ROYAL CREST DR,N,22-Jan-15,H,78741,23.16,3118741,10060610,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
201520909,1,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,2109 BRISTOL DR,N,14-Jan-15,I,78723,21.12,3132616,10088102,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
201520409,7,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,11302 OAKWOOD DR,N,14-Jan-15,E,78753,18.239999999999998,3133166,10111576,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
201520768,1,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,5800 NORTH HAMPTON DR,C,14-Jan-15,I,78723,21.06,3131798,10086384,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
201520555,2,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,1700 TERI RD,C,6-Jan-15,F,78744,24.11,3110785,10047817,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
201520462,6,BURGLARY NON RESIDENCE,Burglary,2-Jan-15,12835 N US 183 HWY SVRD NB,N,22-Jan-15,A,78729,204.06,3103901,10131486,78729,8%,$57358,22%,17%,7%,7%,7%,26%,3%,0%,0%,$1008,$192300,0.1%,28%,0%,2%,17%,1%,73%,22%,100%,96%,116%,12%,43%,13%,$747,37%
201521344,2,BURGLARY OF RESIDENCE,Burglary,2-Jan-15,908 SAHARA AVE,N,11-Feb-15,F,78745,24.1,3100524,10048020,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
201520400,4,AUTO THEFT,Auto Theft,2-Jan-15,1113 RUTLAND DR,N,6-Jan-15,E,78758,18.190000000000001,3126442,10107056,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
201520933,3,AUTO THEFT,Auto Theft,2-Jan-15,6204 LOTUS LN,C,25-Mar-15,C,78721,21.11,3134561,10068822,78721,32%,$32131,36%,52%,17%,16%,14%,61%,26%,47%,10%,$870,$121000,2%,35%,12%,25%,39%,22%,84%,57%,100%,95%,36%,62%,113%,87%,$668,40%
201520394,1,AUTO THEFT,Auto Theft,2-Jan-15,5601 NELSON OAKS DR,N,6-Jan-15,C,78724,22.11,3149821,10076045,78724,38%,$35711,29%,63%,8%,8%,28%,85%,16%,38%,20%,$962,$105700,1.5%,48%,28%,15%,22%,42%,78%,84%,100%,96%,208%,37%,46%,21%,$786,40%
201520946,4,AUTO THEFT,Auto Theft,2-Jan-15,1747 RUTLAND DR,N,11-Mar-15,E,78758,18.2,3123606,10110711,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
201520313,1,AUTO THEFT,Auto Theft,2-Jan-15,6816 WILLAMETTE DR,N,23-May-15,I,78723,21.13,3135609,10088927,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
201520454,4,AUTO THEFT,Auto Theft,2-Jan-15,10707 BARNHILL DR,C,4-Jan-15,E,78758,18.22,3128004,10111713,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
201521414,2,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2-Jan-15,5505 SOUTH HEARSEY DR,C,14-Jan-15,F,78744,24.31,3118358,10045118,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
201520492,9,AGG ASSAULT,Agg Assault,2-Jan-15,4110 GUADALUPE ST,O,6-Jan-15,B,78751,2.03,3116331,10085202,78751,26%,$38624,11%,14%,6%,9%,2%,11%,13%,1%,0%,$865,$292200,0.4%,7%,0%,9%,38%,2%,68%,10%,97%,42%,23%,38%,97%,98%,$550,40%
201521425,2,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2-Jan-15,804 W STASSNEY LN,N,12-Jan-15,D,78745,24.1,3101872,10049171,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
201520484,4,AGG ASLT ENHANC STRANGL/SUFFOC,Agg Assault,2-Jan-15,8010 N IH 35 SVRD SB,C,15-Jan-15,E,78753,18.04,3127447,10098323,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
201521501,4,AGG ASLT STRANGLE/SUFFOCATE,Agg Assault,2-Jan-15,1735 RUTLAND DR,C,7-Jan-15,E,78758,18.2,3123464,10110594,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
201520955,3,DEADLY CONDUCT,Agg Assault,2-Jan-15,1120 DENFIELD ST,C,6-Jan-15,C,78721,21.1,3130892,10072468,78721,32%,$32131,36%,52%,17%,16%,14%,61%,26%,47%,10%,$870,$121000,2%,35%,12%,25%,39%,22%,84%,57%,100%,95%,36%,62%,113%,87%,$668,40%
201520056,9,THEFT FROM PERSON,Theft,2-Jan-15,402 E 6TH ST,C,8-Jan-15,G,78701,11,3115522,10070515,78701,20%,$68152,16%,14%,10%,9%,0%,7%,7%,9%,0%,$1590,$338300,0.8%,134%,0%,7%,12%,1%,29%,7%,90%,30%,12%,115%,59%,97%,$433,23%
201520863,3,THEFT BY SHOPLIFTING,Theft,2-Jan-15,710 E BEN WHITE BLVD EB,C,7-Jan-15,D,78745,24.03,3110518,10052730,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20155000151,8,THEFT BY SHOPLIFTING,Theft,2-Jan-15,5300 S MOPAC EXPY SB,N,6-Jan-15,D,78749,17.489999999999998,3087715,10057747,78749,6%,$80956,13%,20%,7%,4%,7%,5%,1%,1%,0%,$1150,$233900,0.3%,32%,0%,1%,6%,0%,57%,3%,97%,70%,171%,25%,61%,37%,$708,40%
201521100,8,THEFT BY SHOPLIFTING,Theft,2-Jan-15,6900 BRODIE LN,C,6-Jan-15,D,78749,17.5,3087290,10051111,78749,6%,$80956,13%,20%,7%,4%,7%,5%,1%,1%,0%,$1150,$233900,0.3%,32%,0%,1%,6%,0%,57%,3%,97%,70%,171%,25%,61%,37%,$708,40%
201521279,9,THEFT BY SHOPLIFTING,Theft,2-Jan-15,525 N LAMAR BLVD,C,20-Jan-15,G,78703,12,3110741,10071581,78703,10%,$92606,9%,9%,6%,4%,4%,3%,11%,0%,0%,$1183,$621900,0.4%,1%,0%,8%,25%,0%,51%,2%,92%,13%,7%,65%,104%,67%,$629,25%
20158000010,8,THEFT BY SHOPLIFTING,Theft,2-Jan-15,2901 S CAPITAL OF TEXAS HWY NB,N,6-Jan-15,D,78746,19.100000000000001,3094135,10066586,78746,5%,$125327,10%,8%,6%,4%,7%,1%,4%,0%,0%,$1221,$619900,0.1%,12%,0%,4%,8%,0%,48%,1%,94%,6%,32%,32%,80%,14%,$786,29%
20155000241,6,THEFT BY SHOPLIFTING,Theft,2-Jan-15,11521 N FM 620 RD,N,6-Jan-15,A,78726,17.14,3086561,10137995,78726,9%,$66096,16%,20%,3%,4%,2%,0%,1%,0%,0%,$1050,$349900,0%,118%,0%,0%,8%,0%,70%,0%,99%,17%,375%,20%,55%,2%,$786,40%
201521163,9,THEFT BY SHOPLIFTING,Theft,2-Jan-15,502 E 6TH ST,C,5-Jan-15,G,78701,11,3115861,10070413,78701,20%,$68152,16%,14%,10%,9%,0%,7%,7%,9%,0%,$1590,$338300,0.8%,134%,0%,7%,12%,1%,29%,7%,90%,30%,12%,115%,59%,97%,$433,23%
20155000114,1,BURGLARY OF VEHICLE,Theft,2-Jan-15,9345 E US 290 HWY EB,N,12-Jan-15,C,78724,22.02,3145599,10093607,78724,38%,$35711,29%,63%,8%,8%,28%,85%,16%,38%,20%,$962,$105700,1.5%,48%,28%,15%,22%,42%,78%,84%,100%,96%,208%,37%,46%,21%,$786,40%
20155000152,2,BURGLARY OF VEHICLE,Theft,2-Jan-15,7501 E BEN WHITE BLVD EB,N,8-Jan-15,H,78744,24.31,3130365,10052330,78744,26%,$41056,9%,77%,8%,9%,23%,93%,7%,24%,8%,$946,$108100,0.7%,35%,13%,6%,22%,33%,81%,87%,100%,100%,89%,26%,44%,63%,$708,40%
20155000131,3,BURGLARY OF VEHICLE,Theft,2-Jan-15,4700 E RIVERSIDE DR,N,7-Jan-15,H,78741,23.18,3122189,10058144,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155000146,3,BURGLARY OF VEHICLE,Theft,2-Jan-15,1900 BURTON DR,N,8-Jan-15,H,78741,23.15,3118147,10058688,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155000237,9,BURGLARY OF VEHICLE,Theft,2-Jan-15,1301 BONHAM TER,N,8-Jan-15,H,78704,14.02,3116316,10063473,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
20155000104,4,BURGLARY OF VEHICLE,Theft,2-Jan-15,1703 LEDGEWOOD DR,N,9-Jan-15,E,78758,18.21,3123860,10110132,78758,24%,$41792,22%,46%,9%,10%,10%,71%,11%,9%,2%,$898,$144200,0.8%,4%,13%,8%,32%,23%,83%,69%,99%,99%,128%,20%,49%,75%,$668,40%
20155000153,7,BURGLARY OF VEHICLE,Theft,2-Jan-15,4515 SETON CENTER PKWY,N,5-Jan-15,A,78759,17.54,3113109,10119255,78759,7%,$65672,18%,11%,8%,7%,2%,13%,3%,1%,0%,$962,$307800,0.2%,1%,2%,2%,18%,3%,75%,13%,99%,45%,60%,7%,60%,28%,$629,40%
20155000125,3,BURGLARY OF VEHICLE,Theft,2-Jan-15,4700 E RIVERSIDE DR,N,8-Jan-15,H,78741,23.18,3122189,10058144,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155000143,2,BURGLARY OF VEHICLE,Theft,2-Jan-15,6408 S CONGRESS AVE,N,7-Jan-15,F,78745,24.02,3103988,10044503,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20155000123,5,BURGLARY OF VEHICLE,Theft,2-Jan-15,11005 JOCKEY BLUFF DR,N,13-Jan-15,F,78748,24.07,3094183,10026315,78748,9%,$65889,10%,35%,9%,6%,8%,29%,4%,7%,3%,$1095,$185500,0.6%,74%,0%,4%,12%,0%,63%,22%,100%,92%,260%,29%,58%,40%,$747,44%
20158000009,6,BURGLARY OF VEHICLE,Theft,2-Jan-15,8601 ANDERSON MILL RD,N,6-Jan-15,A,78729,204.06,3104009,10138452,78729,8%,$57358,22%,17%,7%,7%,7%,26%,3%,0%,0%,$1008,$192300,0.1%,28%,0%,2%,17%,1%,73%,22%,100%,96%,116%,12%,43%,13%,$747,37%
20155000167,3,BURGLARY OF VEHICLE,Theft,2-Jan-15,3111 PARKER LN,N,8-Jan-15,H,78741,23.07,3114951,10054578,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155000207,3,BURGLARY OF VEHICLE,Theft,2-Jan-15,1817 CARLSON DR,N,8-Jan-15,H,78741,23.07,3115673,10055979,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155000240,2,BURGLARY OF VEHICLE,Theft,2-Jan-15,6518 PEVENSEY DR,,,F,78745,24.1,3100658,10045414,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20155000188,10,BURGLARY OF VEHICLE,Theft,2-Jan-15,1403 NORWALK LN,N,5-Feb-15,B,78703,16.02,3105044,10078214,78703,10%,$92606,9%,9%,6%,4%,4%,3%,11%,0%,0%,$1183,$621900,0.4%,1%,0%,8%,25%,0%,51%,2%,92%,13%,7%,65%,104%,67%,$629,25%
20155000150,1,BURGLARY OF VEHICLE,Theft,2-Jan-15,3303 DENVER AVE,N,21-Jan-15,C,78723,21.09,3127081,10077411,78723,29%,$41869,27%,46%,10%,10%,13%,33%,22%,20%,7%,$817,$176500,1.3%,13%,1%,18%,44%,4%,82%,28%,99%,83%,49%,28%,107%,84%,$668,43%
20155000244,6,BURGLARY OF VEHICLE,Theft,2-Jan-15,13301 N US 183 HWY SVRD NB,N,6-Jan-15,A,78729,204.06,3099063,10134622,78729,8%,$57358,22%,17%,7%,7%,7%,26%,3%,0%,0%,$1008,$192300,0.1%,28%,0%,2%,17%,1%,73%,22%,100%,96%,116%,12%,43%,13%,$747,37%
201520237,5,BURGLARY OF VEHICLE,Theft,2-Jan-15,4506 NAVAJO PATH,N,7-Jan-15,D,78745,17.12,3097568,10055890,78745,16%,$49243,7%,40%,11%,7%,6%,33%,8%,7%,2%,$990,$166200,0.7%,21%,1%,6%,24%,3%,72%,29%,99%,96%,73%,30%,83%,76%,$668,35%
20155000103,3,BURGLARY OF VEHICLE,Theft,2-Jan-15,6118 FAIRWAY ST,N,7-Jan-15,H,78741,23.18,3127180,10056845,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
2015641189,4,RAPE,Rape,3-Mar-15,,O,6-Mar-15,I,78752,18.12,,,78752,32%,$33271,19%,57%,11%,9%,8%,43%,20%,7%,2%,$752,$153000,0.8%,15%,5%,14%,55%,8%,92%,39%,100%,86%,8%,17%,71%,80%,$629,37%
20155000254,10,BURGLARY OF VEHICLE,Theft,2-Jan-15,9828 GREAT HILLS TRL,N,15-Jan-15,A,78759,17.22,3111520,10116674,78759,7%,$65672,18%,11%,8%,7%,2%,13%,3%,1%,0%,$962,$307800,0.2%,1%,2%,2%,18%,3%,75%,13%,99%,45%,60%,7%,60%,28%,$629,40%
20155000223,3,BURGLARY OF VEHICLE,Theft,2-Jan-15,1919 WILLOW CREEK DR,N,7-Jan-15,H,78741,23.16,3119643,10058245,78741,40%,$30183,16%,62%,9%,9%,10%,76%,15%,21%,3%,$835,$120200,0.6%,18%,28%,11%,40%,39%,86%,76%,100%,93%,45%,28%,58%,80%,$668,43%
20155000169,7,BURGLARY OF VEHICLE,Theft,2-Jan-15,12336 N MOPAC EXPY SB,N,5-Jan-15,A,78759,18.29,3124535,10125310,78759,7%,$65672,18%,11%,8%,7%,2%,13%,3%,1%,0%,$962,$307800,0.2%,1%,2%,2%,18%,3%,75%,13%,99%,45%,60%,7%,60%,28%,$629,40%
20155000245,4,BURGLARY OF VEHICLE,Theft,2-Jan-15,6600 MIDDLE FISKVILLE RD,N,5-Feb-15,I,78752,15.03,3124701,10092754,78752,32%,$33271,19%,57%,11%,9%,8%,43%,20%,7%,2%,$752,$153000,0.8%,15%,5%,14%,55%,8%,92%,39%,100%,86%,8%,17%,71%,80%,$629,37%
20155000248,3,BURGLARY OF VEHICLE,Theft,2-Jan-15,4710 E 5TH ST,N,6-Feb-15,C,78702,21.11,3127770,10065674,78702,33%,$34734,18%,56%,14%,11%,10%,21%,41%,39%,2%,$766,$175400,2.2%,15%,0%,39%,51%,2%,80%,15%,99%,67%,3%,73%,207%,96%,$590,39%
20155000172,1,BURGLARY OF VEHICLE,Theft,2-Jan-15,9345 E US 290 HWY EB,N,12-Jan-15,C,78724,22.02,3145599,10093607,78724,38%,$35711,29%,63%,8%,8%,28%,85%,16%,38%,20%,$962,$105700,1.5%,48%,28%,15%,22%,42%,78%,84%,100%,96%,208%,37%,46%,21%,$786,40%
20155000105,3,BURGLARY OF VEHICLE,Theft,2-Jan-15,500 SOUTH PARK DR,N,6-Jan-15,D,78704,13.08,3108097,10057696,78704,21%,$50248,7%,30%,9%,7%,3%,13%,12%,13%,1%,$940,$338200,0.4%,9%,0%,11%,26%,2%,76%,13%,99%,33%,33%,40%,126%,76%,$629,33%
20155000106,4,BURGLARY OF VEHICLE,Theft,2-Jan-15,9104 GLENN LN,N,7-Jan-15,E,78753,18.059999999999999,3127970,10104588,78753,26%,$39593,20%,60%,10%,9%,16%,78%,14%,17%,4%,$826,$134900,0.7%,19%,8%,11%,40%,24%,89%,75%,100%,98%,128%,26%,40%,59%,$708,44%
